pays,annee,pib_millions,population_millions,inflation_taux,export_millions,import_millions,date_creation,date_creation_year,date_creation_month,date_creation_day,date_creation_dayofweek,pib_par_habitant,balance_commerciale,pays_riche,agg_pib_millions_mean,agg_pib_millions_sum,agg_pib_millions_count,agg_population_millions_mean,agg_population_millions_sum,date_creation_quarter,date_creation_is_weekend
4,0.01224537769818175,-1.3438219227350956,1.158403567793966,-0.5304579155144904,-1.7903350486364005,0.7213535098795345,2023-02-26,2023,2,26,6,-1.1600636946364347,-2.511688558515935,False,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,True
0,-1.5184268345781042,-1.7996191876652732,0.6715685290648004,-0.014616386438213613,0.06792792598142727,0.460786389791508,2023-02-27,2023,2,27,0,-2.6797253143641964,-0.3928584638100807,False,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
4,0.7775814838363247,0.49355406775184535,0.7447298655958018,0.5078404579644284,-0.26670093974159437,0.2334897778353762,2023-02-28,2023,2,28,1,0.6627289847668325,-0.5001907175769705,True,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
0,-1.5184268345781042,0.7272468196214686,-1.507950288779009,0.12311529770914902,-1.7903350486364005,1.3210561426615277,2023-03-01,2023,3,1,2,-0.48227506240296697,-3.111391191297928,True,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
0,-0.37042267537088974,-0.7065897061890526,1.325478622308884,-0.6119857682070721,0.4704315297878236,-0.5397011321546993,2023-03-02,2023,3,2,3,-0.533082687488559,1.0101326619425228,False,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
4,1.5429175899744678,-1.7996191876652732,0.28054955771252144,-0.14287901848025314,0.8220923188332199,1.0287439913764045,2023-03-03,2023,3,3,4,-6.414621367927229,-0.20665167254318462,False,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
3,-1.5184268345781042,-0.6740992164944909,-0.41247792242739534,0.12467161014138631,0.2705126589828394,-1.7341273760522318,2023-03-04,2023,3,4,5,1.634267387033657,2.004640035035071,False,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,True
0,-0.37042267537088974,0.33289547968835614,0.15100464958707835,-1.8760969973222477,-0.35132289630664065,-0.9391720885791004,2023-03-05,2023,3,5,6,2.204537943690195,0.5878491922724598,True,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,True
0,0.39491343076725327,-1.6753170533876123,-1.8085917074560731,0.540545170507405,0.6816913131706386,-1.8021800001191484,2023-03-06,2023,3,6,0,0.926310259237049,2.4838713132897867,False,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
4,0.39491343076725327,0.10913082461582604,0.44256279777945123,-1.0347820238152314,0.781864023847904,-0.2502351628332126,2023-03-07,2023,3,7,1,0.24658833766278473,1.0320991866811167,True,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
0,1.1602495369053962,-0.10414110483213844,-1.1380028415953023,-1.2249874890049803,0.36119695866887785,-0.0003075595786914707,2023-03-08,2023,3,8,2,0.09151216589771329,0.36150451824756935,False,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
0,-1.5184268345781042,0.5341632409888569,-1.4933479718803098,-1.8100419255417253,-0.9161107823094075,0.17502865385403826,2023-03-09,2023,3,9,3,-0.35769509253511717,-1.0911394361634457,True,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
4,0.7775814838363247,0.04066349790234078,-1.6798569492652649,-1.8760969973222477,0.32644067738828797,0.11793476430063238,2023-03-10,2023,3,10,4,-0.024206524204412858,0.2085059130876556,True,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
4,-1.5184268345781042,-1.1322951642663692,1.216384495622188,-1.4464213674809925,1.3632569211586762,-0.9638883234972055,2023-03-11,2023,3,11,5,-0.9308694482226143,2.327145244655882,False,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,True
1,0.7775814838363247,1.196813113408111,-0.6982348007146755,-0.7382073984006432,-0.6588664129782763,-0.157730957544617,2023-03-12,2023,3,12,6,-1.714055375330931,-0.5011354554336593,True,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,True
3,-0.7530907284399613,-0.2578874297130943,1.6791585228140338,1.839041207232033,1.81142471096239,-1.5869941579230737,2023-03-13,2023,3,13,0,-0.15358134816295438,3.3984188688854635,False,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
3,1.1602495369053962,-0.11701740083218766,-0.5955086408437272,-0.5375609135884537,-0.5787558239161912,1.5407905796787937,2023-03-14,2023,3,14,1,0.19649992091868781,-2.1195464035949847,False,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
0,-0.7530907284399613,-1.0895688238223102,-1.8085917074560731,0.23332395225126062,0.05090515536347049,-0.28170327432947406,2023-03-15,2023,3,15,2,0.6024404620072458,0.3326084296929446,False,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
3,-1.5184268345781042,-0.5635693329434414,-1.2337946355430898,0.4773445685431601,-0.744458982174632,-0.4842615567024959,2023-03-16,2023,3,16,3,0.4567772599330279,-0.26019742547213615,False,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
0,1.1602495369053962,-1.0375413997370622,1.351712089058056,-0.014616386438213613,0.26626596014536535,1.7875772181911291,2023-03-17,2023,3,17,4,-0.7675757346078598,-1.5213112580457637,False,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
1,-0.7530907284399613,-0.27336352349668525,-0.17794819313156265,-0.04626179531408173,-1.7903350486364005,-1.3079652896167366,2023-03-18,2023,3,18,5,1.5361972419387202,-0.48236975901966384,False,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,True
4,-1.1357587815090329,1.7498124847237673,-0.6092321078544706,-1.2709596443875257,-0.6017863816036013,-1.1804130616448896,2023-03-19,2023,3,19,6,-2.8721606464342013,0.5786266800412883,True,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,True
4,-1.5184268345781042,-1.5604413976151776,0.16928280005606242,1.6281955828373111,-1.217953960136425,-1.1483042152124976,2023-03-20,2023,3,20,0,-9.217955971300077,-0.0696497449239275,False,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
4,-0.7530907284399613,-1.7996191876652732,0.5449240422625449,1.839041207232033,0.16704751669085433,-0.023935524055893952,2023-03-21,2023,3,21,1,-3.3025138332916777,0.19098304074674827,False,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
3,-1.1357587815090329,1.4915948596073854,1.2215618496841867,-1.8049084035297096,1.1364214351307154,0.5222074469818174,2023-03-22,2023,3,22,2,1.2210555363963036,0.6142139881488979,True,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
1,-1.1357587815090329,-0.31241488322770805,1.5854819380863219,-1.0833244233713355,0.7432585311431547,0.8590141795520976,2023-03-23,2023,3,23,3,-0.19704726728378444,-0.11575564840894292,False,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,False
3,0.39491343076725327,-0.80595534450105,-0.40202691834141147,-0.26797152160271587,-1.7903350486364005,1.8398400338293535,2023-03-24,2023,3,24,4,2.0047298022382973,-3.6301750824657537,False,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
3,-1.5184268345781042,1.028631341537534,-1.4640864595133172,-1.018147315412931,1.81142471096239,-1.8021800001191484,2023-03-25,2023,3,25,5,-0.7025755445340746,3.613604711081538,True,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,True
1,-1.1357587815090329,-0.7378340630244393,-0.46104599467475577,0.5929112343501554,0.3475172865115044,0.7158480866203281,2023-03-26,2023,3,26,6,1.6003480597308806,-0.3683308001088237,False,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,True
1,0.39491343076725327,1.872514819935879,0.27948338128441413,-0.7592987359515684,-0.8618224528735472,-0.5588781811491706,2023-03-27,2023,3,27,0,6.6999147188301995,-0.30294427172437655,True,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,False
1,-0.7530907284399613,0.6400472055267933,-1.065886542060763,1.839041207232033,0.19163373478196263,-0.590897138296766,2023-03-28,2023,3,28,1,-0.600483428835999,0.7825308730787287,True,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,False
1,-0.37042267537088974,-0.6114787177655933,-1.0586235246783897,1.3429288132087673,0.21314219471675386,-0.6273687498823226,2023-03-29,2023,3,29,2,0.5776167858647963,0.8405109445990765,False,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,False
4,-1.5184268345781042,1.8855835653452258,0.3712682598170509,0.2714764536689284,-0.7380986211943082,-0.9433507818836878,2023-03-30,2023,3,30,3,5.078763173222459,0.20525216068937957,True,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
2,1.1602495369053962,-0.7379407509272219,-0.06007183610267229,1.163732695017012,0.2376576357612012,1.8398400338293535,2023-03-31,2023,3,31,4,12.284304905646037,-1.6021823980681522,False,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,1,False
2,0.7775814838363247,0.7089331426867022,0.029451016486853294,1.25018971259418,-0.6711013483062704,0.9712181215481358,2023-04-01,2023,4,1,5,24.071601841082952,-1.6423194698544061,True,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,2,True
1,0.7775814838363247,0.23358449639707776,-0.8402766025624478,-0.5792673635086023,-0.44192226143499475,0.07563504422177797,2023-04-02,2023,4,2,6,-0.2779852440074555,-0.5175573056567727,True,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,2,True
2,-0.7530907284399613,1.309712844796688,-0.259835646120416,-0.8556498338248683,-0.7600228946066719,1.5274369750957757,2023-04-03,2023,4,3,0,-5.040543375598766,-2.2874598697024475,True,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,2,False
2,-0.7530907284399613,1.5885757520249968,-1.022442845070937,0.12419616352450118,-1.602212958664142,-1.6034847298297525,2023-04-04,2023,4,4,1,-1.5537061652720368,0.0012717711656105024,True,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,2,False
1,-1.1357587815090329,-0.05334954380350153,0.9718406536422121,0.9825778848975026,0.17889305159441588,-1.404683508145602,2023-04-05,2023,4,5,2,-0.05489536129566198,1.5835765597400178,True,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,2,False
2,-1.5184268345781042,-0.8964998146997608,1.1312694634789375,0.19093616421282006,0.6747601929678483,-1.8021800001191484,2023-04-06,2023,4,6,3,-0.7924723893304774,2.4769401930869965,False,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,2,False
3,0.7775814838363247,0.4060739521654648,-1.8085917074560731,-1.689146674657365,0.5953066230794093,-0.7144475911540444,2023-04-07,2023,4,7,4,-0.22452494418247657,1.3097542142334537,True,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,2,False
0,0.7775814838363247,-0.8152332060411325,-1.028243704159314,-0.8409769084475988,0.9394997538700316,0.22706995337081853,2023-04-08,2023,4,8,5,0.7928404547904938,0.7124298004992131,False,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,2,True
